"Date","Price","Open","High","Low","Vol.","Change %"
"03/28/2010","1,178.10","1,167.71","1,181.43","1,165.77","","0.99%"
"03/21/2010","1,166.59","1,157.25","1,180.69","1,152.88","","0.58%"
"03/14/2010","1,159.90","1,148.53","1,169.84","1,141.45","","0.86%"
"03/07/2010","1,149.99","1,138.40","1,153.41","1,134.90","","0.99%"
"02/28/2010","1,138.70","1,105.36","1,139.38","1,105.36","","3.10%"
"02/21/2010","1,104.49","1,110.00","1,112.29","1,086.02","","-0.42%"
"02/14/2010","1,109.17","1,079.13","1,112.42","1,079.13","","3.13%"
"02/07/2010","1,075.51","1,065.51","1,080.04","1,056.51","","0.87%"
"01/31/2010","1,066.19","1,073.89","1,104.73","1,044.50","","-0.72%"
"01/24/2010","1,073.87","1,092.40","1,103.69","1,071.59","","-1.64%"
"01/17/2010","1,091.76","1,136.03","1,150.45","1,090.18","","-3.90%"
"01/10/2010","1,136.03","1,145.96","1,150.41","1,131.39","","-0.78%"
"01/03/2010","1,144.98","1,116.56","1,145.39","1,116.56","","2.68%"
"12/27/2009","1,115.10","1,127.53","1,130.38","1,114.81","","-1.01%"
"12/20/2009","1,126.48","1,105.31","1,126.48","1,105.31","","2.18%"
"12/13/2009","1,102.47","1,107.84","1,116.21","1,093.88","","-0.36%"
"12/06/2009","1,106.41","1,105.52","1,110.72","1,085.89","","0.04%"
"11/29/2009","1,105.98","1,091.07","1,119.13","1,086.25","","1.33%"
"11/22/2009","1,091.49","1,094.86","1,112.38","1,083.74","","0.01%"
"11/15/2009","1,091.38","1,094.13","1,113.69","1,086.81","","-0.19%"
"11/08/2009","1,093.48","1,072.31","1,105.37","1,072.31","","2.26%"
"11/01/2009","1,069.30","1,036.18","1,071.48","1,029.38","","3.20%"
"10/25/2009","1,036.19","1,080.36","1,091.75","1,033.38","","-4.02%"
"10/18/2009","1,079.60","1,088.22","1,101.36","1,074.31","","-0.74%"
"10/11/2009","1,087.68","1,071.63","1,096.56","1,066.71","","1.51%"
"10/04/2009","1,071.49","1,026.87","1,071.51","1,025.92","","4.51%"
"09/27/2009","1,025.21","1,045.38","1,069.62","1,019.95","","-1.84%"
"09/20/2009","1,044.38","1,067.14","1,080.15","1,041.17","","-2.24%"
"09/13/2009","1,068.30","1,040.15","1,074.77","1,035.00","","2.45%"
"09/06/2009","1,042.73","1,018.67","1,048.18","1,018.67","","2.59%"
"08/30/2009","1,016.40","1,025.21","1,028.45","991.97","","-1.22%"
"08/23/2009","1,028.93","1,026.59","1,039.47","1,016.20","","0.27%"
"08/16/2009","1,026.13","998.18","1,027.59","978.51","","2.20%"
"08/09/2009","1,004.09","1,008.89","1,013.14","992.40","","-0.63%"
"08/02/2009","1,010.48","990.22","1,018.00","990.22","","2.33%"
"07/26/2009","987.48","978.63","996.68","968.65","","0.84%"
"07/19/2009","979.26","942.07","979.79","940.99","","4.13%"
"07/12/2009","940.38","879.57","943.96","875.32","","6.97%"
"07/05/2009","879.13","894.27","898.72","869.32","","-1.93%"
"06/28/2009","896.42","919.86","931.92","896.42","","-2.45%"
"06/21/2009","918.90","918.13","922.00","888.86","","-0.25%"
"06/14/2009","921.23","942.45","942.45","903.78","","-2.64%"
"06/07/2009","946.21","938.12","956.23","926.44","","0.65%"
"05/31/2009","940.09","923.26","951.69","923.26","","2.28%"
"05/24/2009","919.14","887.00","920.02","881.46","","3.62%"
"05/17/2009","887.00","886.07","924.60","879.61","31.70B","0.47%"
"05/10/2009","882.88","922.99","922.99","878.94","31.69B","-4.99%"
"05/03/2009","929.23","879.21","930.17","879.21","39.76B","5.89%"
"04/26/2009","877.52","862.82","888.70","847.12","30.22B","1.30%"
"04/19/2009","866.23","868.27","871.80","826.83","35.42B","-0.39%"
"04/12/2009","869.60","855.33","875.63","835.58","34.20B","1.52%"
"04/05/2009","856.56","839.75","856.91","814.53","24.90B","1.67%"
"03/29/2009","842.50","809.07","845.61","779.81","31.43B","3.26%"
"03/22/2009","815.94","772.31","832.98","772.31","34.76B","6.17%"
"03/15/2009","768.54","758.84","803.24","749.93","39.82B","1.58%"
"03/08/2009","756.55","680.76","758.29","672.88","37.30B","10.71%"
"03/01/2009","683.38","729.57","729.57","666.79","37.96B","-7.03%"
"02/22/2009","735.09","773.25","780.12","734.52","37.75B","-4.54%"
"02/15/2009","770.05","818.61","818.61","754.25","25.61B","-6.87%"
"02/08/2009","826.84","868.24","875.01","808.06","30.04B","-4.81%"
"02/01/2009","868.60","823.09","870.75","812.87","31.09B","5.17%"
"01/25/2009","825.88","832.50","877.86","821.67","28.01B","-0.73%"
"01/18/2009","831.95","849.64","849.64","804.30","24.52B","-2.14%"
"01/11/2009","850.12","890.40","890.40","817.04","30.29B","-4.52%"
"01/04/2009","890.35","929.17","943.85","888.31","25.22B","-4.45%"
"12/28/2008","931.80","872.37","934.73","857.07","15.17B","6.76%"
"12/21/2008","872.80","887.20","887.37","857.09","12.35B","-1.70%"
"12/14/2008","887.88","881.07","918.85","857.72","29.28B","0.93%"
"12/07/2008","879.73","882.71","918.57","851.35","29.66B","0.42%"
"11/30/2008","876.07","888.61","888.61","815.69","30.47B","-2.25%"
"11/23/2008","896.24","801.20","896.25","801.20","23.37B","12.03%"
"11/16/2008","800.03","873.23","882.29","741.02","36.75B","-8.39%"
"11/09/2008","873.29","936.75","951.95","818.69","29.06B","-6.20%"
"11/02/2008","930.99","968.67","1,007.51","899.73","26.48B","-3.90%"
"10/26/2008","968.75","874.28","984.38","845.27","32.30B","10.49%"
"10/19/2008","876.77","943.51","985.44","852.85","30.19B","-6.78%"
"10/12/2008","940.55","912.75","1,044.31","865.83","36.53B","4.60%"
"10/05/2008","899.22","1,097.56","1,097.56","839.80","42.02B","-18.20%"
"09/28/2008","1,099.23","1,209.07","1,209.07","1,098.14","31.03B","-9.40%"
"09/21/2008","1,213.27","1,255.37","1,255.37","1,179.79","26.64B","-3.33%"
"09/14/2008","1,255.08","1,250.92","1,265.12","1,133.50","46.64B","0.27%"
"09/07/2008","1,251.70","1,249.50","1,274.42","1,211.54","34.42B","0.76%"
"08/31/2008","1,242.31","1,287.83","1,303.04","1,217.23","20.07B","-3.16%"
"08/24/2008","1,282.83","1,290.47","1,300.68","1,263.21","17.65B","-0.73%"
"08/17/2008","1,292.20","1,298.14","1,300.22","1,261.16","20.32B","-0.46%"
"08/10/2008","1,298.20","1,294.42","1,313.15","1,274.86","22.67B","0.15%"
"08/03/2008","1,296.32","1,253.27","1,297.85","1,247.45","20.94B","2.86%"
"07/27/2008","1,260.31","1,257.76","1,284.93","1,234.37","25.36B","0.20%"
"07/20/2008","1,257.76","1,261.82","1,291.17","1,248.83","28.32B","-0.23%"
"07/13/2008","1,260.68","1,241.61","1,262.31","1,200.44","32.56B","1.71%"
"07/06/2008","1,239.49","1,262.90","1,277.36","1,225.35","29.06B","-1.85%"
"06/29/2008","1,262.90","1,278.06","1,292.17","1,252.01","19.40B","-1.21%"
"06/22/2008","1,278.38","1,319.77","1,335.63","1,272.00","25.16B","-3.00%"
"06/15/2008","1,317.93","1,358.85","1,366.59","1,314.46","22.22B","-3.10%"
"06/08/2008","1,360.03","1,360.83","1,370.63","1,331.29","22.63B","-0.05%"
"06/01/2008","1,360.68","1,399.62","1,404.05","1,359.90","21.57B","-2.83%"
"05/25/2008","1,400.38","1,375.97","1,406.32","1,373.07","15.26B","1.78%"
"05/18/2008","1,375.93","1,425.28","1,440.24","1,373.72","19.53B","-3.47%"
"05/11/2008","1,425.35","1,389.40","1,425.82","1,386.20","19.05B","2.67%"
"05/04/2008","1,388.28","1,415.34","1,421.57","1,384.11","18.76B","-1.81%"
"04/27/2008","1,413.90","1,397.96","1,422.72","1,383.07","20.33B","1.15%"
"04/20/2008","1,397.84","1,387.72","1,399.11","1,369.84","19.70B","0.54%"
"04/13/2008","1,390.33","1,332.20","1,395.90","1,324.35","19.34B","4.31%"
"04/06/2008","1,332.83","1,373.69","1,386.74","1,331.21","18.32B","-2.74%"
"03/30/2008","1,370.40","1,315.92","1,380.91","1,312.81","20.88B","4.20%"
"03/23/2008","1,315.22","1,330.29","1,359.68","1,312.95","20.42B","-1.07%"
"03/16/2008","1,329.51","1,283.21","1,341.51","1,256.98","22.52B","3.21%"
"03/09/2008","1,288.14","1,293.16","1,333.26","1,272.66","24.01B","-0.40%"
"03/02/2008","1,293.37","1,330.45","1,344.19","1,282.43","22.04B","-2.80%"
"02/24/2008","1,330.63","1,352.75","1,388.34","1,325.42","20.23B","-1.66%"
"02/17/2008","1,353.11","1,355.86","1,367.94","1,327.04","14.75B","0.23%"
"02/10/2008","1,349.99","1,331.92","1,369.23","1,320.32","18.72B","1.40%"
"02/03/2008","1,331.29","1,395.38","1,395.38","1,316.75","20.18B","-4.60%"
"01/27/2008","1,395.42","1,330.70","1,396.02","1,322.26","22.70B","4.87%"
"01/20/2008","1,330.61","1,312.94","1,368.56","1,270.05","20.40B","0.41%"
"01/13/2008","1,325.19","1,402.91","1,417.89","1,312.51","25.03B","-5.41%"
"01/06/2008","1,401.02","1,414.07","1,430.28","1,378.70","23.94B","-0.75%"
"12/30/2007","1,411.63","1,475.25","1,475.83","1,411.19","13.49B","-4.52%"
"12/23/2007","1,478.49","1,484.55","1,498.85","1,471.70","8.06B","-0.40%"
"12/16/2007","1,484.46","1,465.05","1,485.40","1,435.65","18.73B","1.12%"
"12/09/2007","1,467.95","1,505.11","1,523.57","1,467.78","18.51B","-2.44%"
"12/02/2007","1,504.66","1,479.63","1,510.63","1,460.66","17.08B","1.59%"
"11/25/2007","1,481.14","1,440.74","1,488.94","1,406.10","20.48B","2.81%"
"11/18/2007","1,440.70","1,456.70","1,456.70","1,415.64","14.68B","-1.24%"
"11/11/2007","1,458.74","1,453.66","1,492.14","1,438.53","20.48B","0.35%"
"11/04/2007","1,453.70","1,505.61","1,520.77","1,448.51","22.08B","-3.71%"
"10/28/2007","1,509.65","1,536.92","1,552.76","1,492.53","18.82B","-1.67%"
"10/21/2007","1,535.28","1,497.79","1,535.53","1,489.56","18.58B","2.31%"
"10/14/2007","1,500.63","1,562.25","1,564.74","1,500.26","17.38B","-3.92%"
"10/07/2007","1,561.80","1,556.51","1,576.09","1,546.72","14.72B","0.27%"
"09/30/2007","1,557.59","1,527.29","1,561.91","1,527.25","15.06B","2.02%"
"09/23/2007","1,526.75","1,525.75","1,533.74","1,507.13","15.35B","0.07%"
"09/16/2007","1,525.75","1,484.24","1,538.74","1,471.82","16.79B","2.80%"
"09/09/2007","1,484.25","1,453.50","1,489.58","1,439.29","14.26B","2.11%"
"09/02/2007","1,453.55","1,473.96","1,496.40","1,449.07","11.41B","-1.39%"
"08/26/2007","1,473.99","1,479.36","1,481.47","1,432.01","13.62B","-0.36%"
"08/19/2007","1,479.37","1,445.94","1,479.40","1,430.54","15.27B","2.31%"
"08/12/2007","1,445.94","1,453.42","1,466.29","1,370.60","21.88B","-0.53%"
"08/05/2007","1,453.64","1,433.04","1,503.89","1,427.39","26.71B","1.44%"
"07/29/2007","1,433.06","1,458.93","1,488.30","1,432.80","22.55B","-1.77%"
"07/22/2007","1,458.95","1,534.06","1,547.23","1,458.95","20.76B","-4.90%"
"07/15/2007","1,534.10","1,552.50","1,555.90","1,529.20","16.32B","-1.19%"
"07/08/2007","1,552.50","1,530.43","1,555.10","1,506.10","15.33B","1.44%"
"07/01/2007","1,530.44","1,504.66","1,532.40","1,504.66","9.27B","1.80%"
"06/24/2007","1,503.35","1,502.56","1,517.53","1,484.18","16.26B","0.05%"
"06/17/2007","1,502.56","1,532.90","1,537.32","1,500.74","16.09B","-1.98%"
"06/10/2007","1,532.91","1,507.64","1,538.71","1,492.65","14.88B","1.67%"
"06/03/2007","1,507.67","1,536.28","1,540.53","1,487.41","15.17B","-1.87%"
"05/27/2007","1,536.34","1,515.55","1,540.56","1,510.06","11.81B","1.36%"
"05/20/2007","1,515.73","1,522.75","1,532.43","1,505.18","15.09B","-0.46%"
"05/13/2007","1,522.75","1,505.76","1,522.75","1,498.34","14.59B","1.12%"
"05/06/2007","1,505.85","1,505.57","1,513.80","1,491.42","14.03B","0.02%"
"04/29/2007","1,505.62","1,494.07","1,510.34","1,476.70","15.45B","0.77%"
"04/22/2007","1,494.07","1,484.33","1,498.02","1,473.74","14.89B","0.65%"
"04/15/2007","1,484.35","1,452.84","1,484.74","1,452.84","15.01B","2.17%"
"04/08/2007","1,452.85","1,443.77","1,453.11","1,433.91","13.27B","0.63%"
"04/01/2007","1,443.76","1,420.83","1,444.88","1,416.37","10.77B","1.61%"
"03/25/2007","1,420.86","1,436.11","1,437.65","1,408.90","14.19B","-1.06%"
"03/18/2007","1,436.11","1,386.95","1,438.89","1,386.95","14.51B","3.54%"
"03/11/2007","1,386.95","1,402.80","1,409.34","1,363.98","16.12B","-1.13%"
"03/04/2007","1,402.84","1,387.11","1,410.15","1,373.97","15.62B","1.13%"
"02/25/2007","1,387.17","1,451.04","1,456.95","1,380.87","18.00B","-4.41%"
"02/18/2007","1,451.19","1,455.53","1,461.57","1,448.36","9.48B","-0.30%"
"02/11/2007","1,455.54","1,438.00","1,457.97","1,431.44","12.64B","1.22%"
"02/04/2007","1,438.06","1,448.33","1,452.99","1,433.44","13.43B","-0.71%"
"01/28/2007","1,448.39","1,422.03","1,449.33","1,418.46","13.90B","1.84%"
"01/21/2007","1,422.18","1,430.47","1,440.69","1,416.96","13.92B","-0.58%"
"01/14/2007","1,430.50","1,430.73","1,435.27","1,424.21","10.89B","-0.02%"
"01/07/2007","1,430.73","1,409.26","1,431.23","1,403.97","14.11B","1.49%"
"12/31/2006","1,409.71","1,418.03","1,429.42","1,405.75","9.35B","-0.61%"
"12/24/2006","1,418.30","1,410.75","1,427.72","1,410.45","6.16B","0.53%"
"12/17/2006","1,410.76","1,427.08","1,431.81","1,410.28","11.64B","-1.14%"
"12/10/2006","1,427.09","1,409.81","1,431.63","1,404.75","13.54B","1.22%"
"12/03/2006","1,409.84","1,396.67","1,418.27","1,396.67","13.43B","0.94%"
"11/26/2006","1,396.71","1,400.95","1,406.30","1,377.83","14.95B","-0.30%"
"11/19/2006","1,400.95","1,401.17","1,407.89","1,397.85","8.21B","-0.02%"
"11/12/2006","1,401.20","1,380.58","1,403.76","1,378.80","13.81B","1.47%"
"11/05/2006","1,380.90","1,364.27","1,388.92","1,364.27","13.29B","1.22%"
"10/29/2006","1,364.30","1,377.30","1,381.95","1,360.98","13.46B","-0.95%"
"10/22/2006","1,377.34","1,368.58","1,389.45","1,363.94","13.56B","0.64%"
"10/15/2006","1,368.60","1,365.61","1,372.87","1,356.87","12.63B","0.22%"
"10/08/2006","1,365.62","1,349.58","1,366.63","1,343.57","11.83B","1.19%"
"10/01/2006","1,349.59","1,335.82","1,353.79","1,327.10","13.20B","1.03%"
"09/24/2006","1,335.85","1,314.78","1,340.28","1,311.58","12.80B","1.60%"
"09/17/2006","1,314.78","1,319.85","1,328.53","1,310.94","12.05B","-0.37%"
"09/10/2006","1,319.66","1,298.86","1,324.65","1,290.93","13.44B","1.60%"
"09/03/2006","1,298.92","1,310.94","1,314.67","1,292.13","8.90B","-0.92%"
"08/27/2006","1,311.01","1,295.09","1,312.03","1,293.97","9.76B","1.23%"
"08/20/2006","1,295.09","1,302.30","1,302.49","1,289.82","9.16B","-0.55%"
"08/13/2006","1,302.30","1,266.67","1,302.30","1,266.67","11.50B","2.81%"
"08/06/2006","1,266.74","1,279.31","1,283.74","1,261.30","11.47B","-0.99%"
"07/30/2006","1,279.36","1,278.53","1,292.92","1,265.71","12.86B","0.06%"
"07/23/2006","1,278.55","1,240.25","1,280.42","1,240.25","12.80B","3.08%"
"07/16/2006","1,240.29","1,236.20","1,262.56","1,224.54","12.38B","0.33%"
"07/09/2006","1,236.20","1,265.46","1,274.06","1,228.45","11.43B","-2.31%"
"07/02/2006","1,265.48","1,270.06","1,280.38","1,263.13","7.28B","-0.37%"
"06/25/2006","1,270.20","1,244.50","1,276.30","1,237.59","11.84B","2.07%"
"06/18/2006","1,244.50","1,251.54","1,257.96","1,237.17","11.28B","-0.56%"
"06/11/2006","1,251.54","1,252.27","1,258.64","1,219.29","13.69B","-0.06%"
"06/04/2006","1,252.30","1,288.16","1,288.16","1,235.18","13.41B","-2.79%"
"05/28/2006","1,288.22","1,280.04","1,290.68","1,259.38","9.52B","0.63%"
"05/21/2006","1,280.16","1,267.03","1,280.54","1,245.34","12.56B","1.04%"
"05/14/2006","1,267.03","1,291.19","1,297.88","1,256.28","13.24B","-1.87%"
"05/07/2006","1,291.24","1,325.76","1,326.70","1,290.38","11.68B","-2.60%"
"04/30/2006","1,325.76","1,310.61","1,326.53","1,303.46","11.96B","1.16%"
"04/23/2006","1,310.61","1,311.28","1,316.04","1,295.57","12.18B","-0.05%"
"04/16/2006","1,311.28","1,289.12","1,318.16","1,280.74","11.74B","1.72%"
"04/09/2006","1,289.12","1,295.51","1,300.74","1,282.96","7.96B","-0.49%"
"04/02/2006","1,295.50","1,302.88","1,314.07","1,294.18","11.43B","0.05%"
"03/26/2006","1,294.87","1,302.95","1,310.15","1,291.84","10.85B","-0.62%"
"03/19/2006","1,302.95","1,307.25","1,310.88","1,295.81","10.47B","-0.33%"
"03/12/2006","1,307.25","1,281.58","1,310.45","1,281.58","11.37B","2.02%"
"03/05/2006","1,281.42","1,287.23","1,288.23","1,268.42","11.25B","-0.45%"
"02/26/2006","1,287.23","1,289.43","1,297.57","1,278.66","11.30B","-0.17%"
"02/19/2006","1,289.43","1,287.24","1,294.17","1,281.33","8.40B","0.17%"
"02/12/2006","1,287.24","1,266.99","1,289.47","1,258.34","10.99B","1.60%"
"02/05/2006","1,266.99","1,264.03","1,274.56","1,253.61","11.69B","0.23%"
"01/29/2006","1,264.03","1,283.72","1,287.94","1,261.02","12.43B","-1.53%"
"01/22/2006","1,283.72","1,261.49","1,286.38","1,259.42","12.96B","1.76%"
"01/15/2006","1,261.49","1,287.61","1,287.79","1,260.92","9.70B","-2.03%"
"01/08/2006","1,287.61","1,285.45","1,294.90","1,282.78","11.61B","0.17%"
"01/01/2006","1,285.45","1,248.29","1,286.09","1,245.74","9.95B","2.98%"
"12/25/2005","1,248.29","1,268.66","1,271.83","1,246.59","5.79B","-1.61%"
"12/18/2005","1,268.66","1,267.32","1,270.51","1,257.21","9.44B","0.11%"
"12/11/2005","1,267.32","1,259.37","1,275.80","1,255.52","11.18B","0.63%"
"12/04/2005","1,259.37","1,265.08","1,272.89","1,250.91","10.60B","-0.45%"
"11/27/2005","1,265.08","1,268.25","1,268.44","1,249.39","11.40B","-0.25%"
"11/20/2005","1,268.25","1,248.27","1,270.64","1,246.90","7.12B","1.60%"
"11/13/2005","1,248.27","1,234.72","1,249.58","1,226.41","11.13B","1.10%"
"11/06/2005","1,234.72","1,220.14","1,235.70","1,215.05","10.32B","1.19%"
"10/30/2005","1,220.14","1,198.41","1,224.70","1,198.41","12.44B","1.81%"
"10/23/2005","1,198.41","1,179.59","1,204.01","1,178.89","11.75B","1.60%"
"10/16/2005","1,179.59","1,186.57","1,197.30","1,170.55","12.04B","-0.59%"
"10/09/2005","1,186.57","1,195.90","1,196.52","1,168.20","11.53B","-0.78%"
"10/02/2005","1,195.90","1,228.81","1,233.34","1,181.92","11.90B","-2.68%"
"09/25/2005","1,228.81","1,215.29","1,229.57","1,211.11","10.38B","1.11%"
"09/18/2005","1,215.29","1,237.91","1,237.91","1,205.35","11.34B","-1.83%"
"09/11/2005","1,237.91","1,241.48","1,242.60","1,224.85","11.24B","-0.29%"
"09/04/2005","1,241.48","1,218.02","1,243.13","1,218.02","7.95B","1.93%"
"08/28/2005","1,218.02","1,205.10","1,227.29","1,201.07","9.75B","1.07%"
"08/21/2005","1,205.10","1,219.71","1,228.96","1,204.23","8.34B","-1.20%"
"08/14/2005","1,219.71","1,230.40","1,236.24","1,215.93","8.61B","-0.87%"
"08/07/2005","1,230.39","1,226.42","1,242.69","1,222.67","9.52B","0.32%"
"07/31/2005","1,226.42","1,234.18","1,245.86","1,225.62","9.67B","-0.63%"
"07/24/2005","1,234.18","1,233.68","1,245.15","1,228.15","9.39B","0.04%"
"07/17/2005","1,233.68","1,227.92","1,236.56","1,221.13","9.58B","0.47%"
"07/10/2005","1,227.92","1,211.86","1,233.16","1,211.86","9.36B","1.33%"
"07/03/2005","1,211.86","1,194.44","1,212.73","1,183.55","7.54B","1.46%"
"06/26/2005","1,194.44","1,191.57","1,204.07","1,188.30","8.98B","0.24%"
"06/19/2005","1,191.57","1,216.96","1,219.59","1,191.45","9.71B","-2.09%"
"06/12/2005","1,216.96","1,198.11","1,219.55","1,194.51","9.38B","1.57%"
"06/05/2005","1,198.11","1,196.02","1,208.85","1,191.09","8.60B","0.17%"
"05/29/2005","1,196.02","1,198.78","1,205.64","1,191.03","7.09B","-0.23%"
"05/22/2005","1,198.78","1,189.28","1,199.56","1,185.96","8.14B","0.80%"
"05/15/2005","1,189.28","1,154.05","1,191.22","1,153.64","9.42B","3.05%"
"05/08/2005","1,154.05","1,171.35","1,178.87","1,146.18","9.77B","-1.48%"
"05/01/2005","1,171.35","1,156.85","1,178.62","1,154.71","10.16B","1.25%"
"04/24/2005","1,156.85","1,152.12","1,164.80","1,139.19","10.45B","0.41%"
"04/17/2005","1,152.12","1,142.62","1,159.95","1,136.15","10.89B","0.83%"
"04/10/2005","1,142.62","1,181.20","1,190.17","1,141.92","10.60B","-3.27%"
"04/03/2005","1,181.20","1,172.79","1,191.88","1,167.72","9.31B","0.71%"
"03/27/2005","1,172.92","1,171.42","1,189.80","1,163.69","10.45B","0.13%"
"03/20/2005","1,171.42","1,189.65","1,189.65","1,168.70","7.90B","-1.53%"
"03/13/2005","1,189.65","1,200.08","1,210.54","1,182.78","8.53B","-0.87%"
"03/06/2005","1,200.08","1,222.12","1,229.11","1,198.15","7.77B","-1.80%"
"02/27/2005","1,222.12","1,211.37","1,224.76","1,198.13","8.33B","0.89%"
"02/20/2005","1,211.37","1,201.59","1,212.15","1,184.16","6.29B","0.81%"
"02/13/2005","1,201.59","1,205.30","1,212.44","1,197.35","7.44B","-0.31%"
"02/06/2005","1,205.30","1,203.03","1,208.38","1,191.54","7.33B","0.19%"
"01/30/2005","1,203.03","1,171.36","1,203.47","1,171.36","8.13B","2.70%"
"01/23/2005","1,171.36","1,167.87","1,177.50","1,163.75","7.98B","0.30%"
"01/16/2005","1,167.87","1,184.52","1,195.98","1,167.82","6.43B","-1.41%"
"01/09/2005","1,184.52","1,186.19","1,194.78","1,175.64","7.39B","-0.14%"
"01/02/2005","1,186.19","1,211.92","1,217.80","1,182.16","8.02B","-2.12%"
"12/26/2004","1,211.92","1,210.13","1,217.33","1,204.92","4.45B","0.15%"
"12/19/2004","1,210.13","1,194.20","1,213.66","1,193.36","5.25B","1.33%"
"12/12/2004","1,194.20","1,188.00","1,207.97","1,188.00","8.81B","0.52%"
"12/05/2004","1,188.00","1,191.17","1,192.41","1,173.79","7.48B","-0.27%"
"11/28/2004","1,191.17","1,182.65","1,197.46","1,172.37","8.05B","0.72%"
"11/21/2004","1,182.65","1,170.34","1,186.62","1,167.89","4.48B","1.05%"
"11/14/2004","1,170.34","1,184.17","1,188.46","1,169.19","7.49B","-1.17%"
"11/07/2004","1,184.17","1,166.17","1,184.17","1,162.32","7.24B","1.54%"
"10/31/2004","1,166.17","1,130.20","1,170.87","1,127.60","8.33B","3.18%"
"10/24/2004","1,130.20","1,095.74","1,131.40","1,090.29","7.94B","3.14%"
"10/17/2004","1,095.74","1,108.20","1,117.96","1,094.25","7.94B","-1.12%"
"10/10/2004","1,108.20","1,122.14","1,127.01","1,102.06","6.94B","-1.24%"
"10/03/2004","1,122.14","1,131.50","1,142.05","1,120.19","7.11B","-0.83%"
"09/26/2004","1,131.50","1,110.11","1,131.64","1,101.29","7.39B","1.93%"
"09/19/2004","1,110.11","1,128.55","1,131.54","1,108.05","6.44B","-1.63%"
"09/12/2004","1,128.55","1,123.92","1,130.14","1,119.82","6.30B","0.41%"
"09/05/2004","1,123.92","1,113.63","1,125.26","1,113.62","5.09B","0.92%"
"08/29/2004","1,113.63","1,107.77","1,120.80","1,094.72","5.17B","0.53%"
"08/22/2004","1,107.77","1,098.35","1,109.68","1,092.82","5.18B","0.86%"
"08/15/2004","1,098.35","1,064.80","1,100.26","1,064.80","6.21B","3.15%"
"08/08/2004","1,064.80","1,063.97","1,079.04","1,060.72","6.32B","0.08%"
"08/01/2004","1,063.97","1,101.72","1,108.60","1,062.23","6.90B","-3.43%"
"07/25/2004","1,101.72","1,086.20","1,103.73","1,078.78","7.41B","1.43%"
"07/18/2004","1,086.20","1,101.39","1,116.27","1,083.56","7.46B","-1.38%"
"07/11/2004","1,101.39","1,112.81","1,119.60","1,101.07","6.64B","-1.03%"
"07/04/2004","1,112.81","1,125.38","1,125.38","1,108.72","5.20B","-1.12%"
"06/27/2004","1,125.38","1,134.43","1,144.20","1,123.06","6.78B","-0.80%"
"06/20/2004","1,134.43","1,135.02","1,146.34","1,124.37","7.16B","-0.05%"
"06/13/2004","1,135.02","1,136.47","1,138.96","1,122.16","6.49B","-0.13%"
"06/06/2004","1,136.47","1,122.50","1,142.18","1,122.50","4.84B","1.24%"
"05/30/2004","1,122.50","1,120.68","1,129.17","1,113.32","4.84B","0.16%"
"05/23/2004","1,120.68","1,093.56","1,123.95","1,090.74","6.76B","2.48%"
"05/16/2004","1,093.56","1,095.70","1,105.93","1,079.36","6.80B","-0.20%"
"05/09/2004","1,095.70","1,098.70","1,102.77","1,076.32","7.90B","-0.27%"
"05/02/2004","1,098.70","1,107.30","1,127.74","1,098.63","7.87B","-0.78%"
"04/25/2004","1,107.30","1,140.60","1,146.56","1,107.23","8.16B","-2.92%"
"04/18/2004","1,140.60","1,134.56","1,142.77","1,116.03","7.66B","0.53%"
"04/11/2004","1,134.61","1,139.32","1,147.78","1,120.75","7.13B","-0.41%"
"04/04/2004","1,139.32","1,141.81","1,150.57","1,134.52","5.47B","-0.22%"
"03/28/2004","1,141.81","1,108.06","1,144.81","1,108.06","7.49B","3.05%"
"03/21/2004","1,108.06","1,109.78","1,115.27","1,087.16","7.23B","-0.15%"
"03/14/2004","1,109.78","1,120.57","1,125.76","1,102.61","7.42B","-0.96%"
"03/07/2004","1,120.57","1,156.86","1,159.94","1,105.87","7.68B","-3.14%"
"02/29/2004","1,156.86","1,144.94","1,163.23","1,143.78","6.97B","1.04%"
"02/22/2004","1,144.94","1,144.11","1,151.68","1,134.43","7.21B","0.07%"
"02/15/2004","1,144.11","1,145.81","1,158.98","1,139.00","5.82B","-0.15%"
"02/08/2004","1,145.81","1,142.76","1,158.89","1,138.70","7.20B","0.27%"
"02/01/2004","1,142.76","1,131.13","1,142.79","1,124.44","7.76B","1.03%"
"01/25/2004","1,131.13","1,141.55","1,155.38","1,122.38","8.55B","-0.91%"
"01/18/2004","1,141.55","1,139.83","1,150.51","1,134.62","6.71B","0.15%"
"01/11/2004","1,139.83","1,121.86","1,139.83","1,115.19","8.04B","1.60%"
"01/04/2004","1,121.86","1,108.48","1,131.92","1,108.48","8.37B","1.21%"
"12/28/2003","1,108.48","1,095.89","1,118.85","1,095.89","4.25B","1.15%"
"12/21/2003","1,095.89","1,088.66","1,098.47","1,086.14","3.27B","0.66%"
"12/14/2003","1,088.66","1,074.14","1,091.06","1,068.00","7.75B","1.35%"
"12/07/2003","1,074.14","1,061.50","1,074.76","1,053.41","6.79B","1.19%"
"11/30/2003","1,061.50","1,058.20","1,074.30","1,058.20","6.93B","0.31%"
"11/23/2003","1,058.20","1,035.28","1,060.63","1,035.28","4.22B","2.21%"
"11/16/2003","1,035.28","1,050.35","1,050.35","1,031.20","6.66B","-1.43%"
